origin_id,origin_uid,id,uid,created_at
,3f9f68f065,Jt3jsk67A,3f9f68f065,2020-10-03 17:36:00
,47f1bb5581,Jt3Q1pTiW,47f1bb5581,2020-10-03 18:04:00
Jt3jsk67A,3f9f68f065,Jt3ZcgoFZ,b763048de1,2020-10-03 18:09:00
Jt3jsk67A,3f9f68f065,Jt3ZgDWQn,983c8abbec,2020-10-03 18:10:00
Jt3jsk67A,3f9f68f065,Jt4mZjWs5,355bacbda3,2020-10-03 18:43:00
Jt3jsk67A,3f9f68f065,Jt4NKgPM5,34636bdb94,2020-10-03 19:37:00
Jt3jsk67A,3f9f68f065,Jt59ntW95,d1504a8a09,2020-10-03 19:56:00
Jt3Q1pTiW,47f1bb5581,Jt5qM1O2R,c23c0c6a45,2020-10-03 20:11:00
Jt3jsk67A,3f9f68f065,Jt5uzsJ8E,03655211e2,2020-10-03 20:13:00
Jt3jsk67A,3f9f68f065,Jt5Q5n8Dm,c8a7f5b3f7,2020-10-03 20:27:00
,64431bbd82,Jt61biB9z,64431bbd82,2020-10-03 20:39:00
,9295003cab,Jt68exLA2,9295003cab,2020-10-03 20:48:00
Jt3jsk67A,3f9f68f065,Jt6gvgOkl,e80f944367,2020-10-03 21:02:00
Jt3jsk67A,3f9f68f065,Jt6hgi1uo,04a6e9e329,2020-10-03 21:03:00
Jt3jsk67A,3f9f68f065,Jt6hIBHIn,d3cbbe2e54,2020-10-03 21:04:00
,0d99b5e6f4,Jt6hP7YrV,0d99b5e6f4,2020-10-03 21:05:00
Jt61biB9z,64431bbd82,Jt6izxy8V,1ce8c1b015,2020-10-03 21:07:00
Jt6hP7YrV,0d99b5e6f4,Jt6jq9z30,aae9b5b86c,2020-10-03 21:09:00
Jt61biB9z,64431bbd82,Jt6jiFEEV,690d63f704,2020-10-03 21:09:00
Jt6hP7YrV,0d99b5e6f4,Jt6jAqFo7,f27da61a27,2020-10-03 21:11:00
Jt6hP7YrV,0d99b5e6f4,Jt6jY44FO,2577de5415,2020-10-03 21:11:00
Jt6hP7YrV,0d99b5e6f4,Jt6jN9897,541a225b33,2020-10-03 21:12:00
,b5ea142e4b,Jt6kAtQcp,b5ea142e4b,2020-10-03 21:13:00
Jt6kAtQcp,b5ea142e4b,Jt6lZqKvt,a6d3bf1312,2020-10-03 21:14:00
,5f1f2b2d83,Jt6lhmRvO,5f1f2b2d83,2020-10-03 21:14:00
