origin_id,origin_uid,id,uid,created_at
,7cdf286c1e,Jn7PmqiT8,7cdf286c1e,2020-10-03 17:11:33.333333334
Jn7PmqiT8,7cdf286c1e,Jn9Z6tVOi,07688bcdb4,2020-10-03 17:14:00.000000000
Jn7PmqiT8,7cdf286c1e,Jne1O0JoX,a2d0719f66,2020-10-03 17:30:00.000000000
Jn7PmqiT8,7cdf286c1e,Jne2TlQ7m,ba6e8a269c,2020-10-03 17:31:00.000000000
Jn7PmqiT8,7cdf286c1e,Jned8zM5d,22fc5282ee,2020-10-03 17:36:00.000000000
,7cdf286c1e,JnJEI1sIq,7cdf286c1e,2020-10-03 17:42:00.000000000
JnJEI1sIq,7cdf286c1e,JnJRmdlhY,a07a924da0,2020-10-03 17:42:00.000000000
JnJEI1sIq,7cdf286c1e,JnLyfcsP0,07688bcdb4,2020-10-03 17:44:00.000000000
JnJEI1sIq,7cdf286c1e,JnMqK8uOo,a2d0719f66,2020-10-03 17:44:00.000000000
JnJEI1sIq,7cdf286c1e,JnNvlDsiM,22fc5282ee,2020-10-03 17:46:00.000000000
JnJEI1sIq,7cdf286c1e,JnNxYaUnj,ba6e8a269c,2020-10-03 17:47:00.000000000
,7cdf286c1e,JoNyokeFa,7cdf286c1e,2020-10-03 17:49:00.000000000
JoNyokeFa,7cdf286c1e,JoOdqwrRv,a07a924da0,2020-10-03 17:56:00.000000000
JoNyokeFa,7cdf286c1e,JoP2RvF7f,d8c5fcaccb,2020-10-03 17:56:00.000000000
JoNyokeFa,7cdf286c1e,JoPEf4wNy,07688bcdb4,2020-10-03 17:56:00.000000000
JoNyokeFa,7cdf286c1e,JoPFF6Pq8,22fc5282ee,2020-10-03 17:58:00.000000000
