origin_id,origin_uid,id,uid,created_at
,e49e341eea,Jx6WV8KFD,e49e341eea,2020-09-30 23:44:06.666666667
,d50e34267c,JwzmBtn0j,d50e34267c,2020-10-03 17:40:00.000000000
,e49e341eea,JwtqxdTOp,e49e341eea,2020-10-03 17:47:20.000000000
JwzmBtn0j,d50e34267c,JwE124S3D,497eef9358,2020-10-03 17:48:00.000000000
JwtqxdTOp,e49e341eea,JwIzVwBpo,8be3fc0af7,2020-10-03 18:04:00.000000000
,dbb13cab5e,JwtGEuA2s,dbb13cab5e,2020-10-03 18:06:20.000000000
JwzmBtn0j,d50e34267c,JwJwO2ibz,f5c14a0b3f,2020-10-03 18:11:00.000000000
JwtGEuA2s,dbb13cab5e,JwJIG6vrW,12638564c7,2020-10-03 18:11:00.000000000
JwtGEuA2s,dbb13cab5e,JwK85rVH4,9ac3158efc,2020-10-03 18:14:00.000000000
JwtGEuA2s,dbb13cab5e,JwKfIfhp5,ded64b696d,2020-10-03 18:15:00.000000000
JwtGEuA2s,dbb13cab5e,JwKfz0g4H,ded64b696d,2020-10-03 18:15:00.000000000
JwtGEuA2s,dbb13cab5e,JwKioi8YV,9de4a781ce,2020-10-03 18:16:00.000000000
JwtGEuA2s,dbb13cab5e,JwKgoraTO,ded64b696d,2020-10-03 18:16:00.000000000
JwtGEuA2s,dbb13cab5e,JwKrt9B98,dd189ee861,2020-10-03 18:18:00.000000000
JwtGEuA2s,dbb13cab5e,JwKFl1sOQ,40afd4d7ac,2020-10-03 18:19:00.000000000
JwtGEuA2s,dbb13cab5e,JwKXtEQuy,c467a007a3,2020-10-03 18:24:00.000000000
JwtGEuA2s,dbb13cab5e,JwL1GA3sp,ded64b696d,2020-10-03 18:26:00.000000000
,e49e341eea,JwfREn8To,e49e341eea,2020-10-03 18:33:26.666666667
,e49e341eea,JwNx3EIfh,e49e341eea,2020-10-03 18:37:06.666666667
JwfREn8To,e49e341eea,JwNn7vpq7,ff585357fb,2020-10-03 18:41:00.000000000
JwfREn8To,e49e341eea,JwNyVvPMG,80ba8affae,2020-10-03 18:42:00.000000000
JwfREn8To,e49e341eea,JwNAQki40,2f6c17f9f1,2020-10-03 18:43:00.000000000
JwNx3EIfh,e49e341eea,JwNCL4nya,8f6eeae489,2020-10-03 18:44:00.000000000
JwfREn8To,e49e341eea,JwNB2rcYy,9733096f05,2020-10-03 18:44:00.000000000
JwNx3EIfh,e49e341eea,JwNBEuVmi,1592663771,2020-10-03 18:44:00.000000000
JwtqxdTOp,e49e341eea,JwNLx4qb4,acf9a44da8,2020-10-03 18:45:00.000000000
JwNx3EIfh,e49e341eea,JwNP4yZGz,d22365ff00,2020-10-03 18:46:00.000000000
JwfREn8To,e49e341eea,JwReOaj9y,07936af7a0,2020-10-03 18:50:00.000000000
JwNx3EIfh,e49e341eea,JwR4NjoAX,6d972545e3,2020-10-03 18:50:00.000000000
JwNx3EIfh,e49e341eea,JwS66mRoA,f78af2ea64,2020-10-03 18:51:00.000000000
,e49e341eea,JwKOAzkiu,e49e341eea,2020-10-03 18:51:20.000000000
JwKOAzkiu,e49e341eea,JwSgY7oyB,25583e9937,2020-10-03 18:52:00.000000000
JwKOAzkiu,e49e341eea,JwSiPBbgz,85369ca37e,2020-10-03 18:52:00.000000000
JwfREn8To,e49e341eea,JwShmxcYB,a8bf331439,2020-10-03 18:52:00.000000000
JwKOAzkiu,e49e341eea,JwSh9jTTE,b6e770b923,2020-10-03 18:52:00.000000000
JwtGEuA2s,dbb13cab5e,JwSm5ps4L,7904c30645,2020-10-03 18:53:00.000000000
JwKOAzkiu,e49e341eea,JwSknCcbc,541557e3b8,2020-10-03 18:53:00.000000000
JwKOAzkiu,e49e341eea,JwSoznE5l,e5bcfdb538,2020-10-03 18:56:00.000000000
JwKOAzkiu,e49e341eea,JwSo7C4fB,fbfcfd22b5,2020-10-03 18:56:00.000000000
JwKOAzkiu,e49e341eea,JwSnukblQ,ae08b8a988,2020-10-03 18:56:00.000000000
JwfREn8To,e49e341eea,JwSrGBxwN,ce438cec96,2020-10-03 18:56:00.000000000
JwKOAzkiu,e49e341eea,JwStWlx7x,1652e177b6,2020-10-03 18:57:00.000000000
JwKOAzkiu,e49e341eea,JwSunifHo,348c2b8db1,2020-10-03 18:57:00.000000000
JwKOAzkiu,e49e341eea,JwSuXhWsk,6f40019d8a,2020-10-03 18:58:00.000000000
JwKOAzkiu,e49e341eea,JwSz0fPcf,0ee32c00de,2020-10-03 18:58:00.000000000
JwKOAzkiu,e49e341eea,JwSzrpMuH,9ac3158efc,2020-10-03 18:58:00.000000000
JwKOAzkiu,e49e341eea,JwSzLue76,b8a1da7f2f,2020-10-03 18:59:00.000000000
JwKOAzkiu,e49e341eea,JwSAyu2Xs,cd58b224c6,2020-10-03 18:59:00.000000000
JwzmBtn0j,d50e34267c,JwSC8o4XB,5579f4571b,2020-10-03 19:00:00.000000000
JwKOAzkiu,e49e341eea,JwSB2pasm,b0c1a8d635,2020-10-03 19:00:00.000000000
JwKOAzkiu,e49e341eea,JwSNQmbVE,b75a2ad102,2020-10-03 19:03:00.000000000
JwKOAzkiu,e49e341eea,JwSMHthxl,360fe67ab2,2020-10-03 19:03:00.000000000
JwKOAzkiu,e49e341eea,JwSPWquCg,8babf1c426,2020-10-03 19:03:00.000000000
JwKOAzkiu,e49e341eea,JwSPvx3MW,bc05fd6f0d,2020-10-03 19:03:00.000000000
JwNx3EIfh,e49e341eea,JwSShcXQW,fda58bd82a,2020-10-03 19:04:00.000000000
JwKOAzkiu,e49e341eea,JwSZwyZW8,7847eed08b,2020-10-03 19:05:00.000000000
JwfREn8To,e49e341eea,JwSYQ2ahu,392c31b2a9,2020-10-03 19:05:00.000000000
JwfREn8To,e49e341eea,JwTd1aIV5,41c2b3f780,2020-10-03 19:06:00.000000000
JwNx3EIfh,e49e341eea,JwT8ZbzFa,2b60267bf1,2020-10-03 19:06:00.000000000
JwKOAzkiu,e49e341eea,JwT3x90bG,9342ff3e4a,2020-10-03 19:06:00.000000000
JwKOAzkiu,e49e341eea,JwT3BigAX,f256f33212,2020-10-03 19:06:00.000000000
JwNx3EIfh,e49e341eea,JwTnBboxc,95b296286b,2020-10-03 19:09:00.000000000
JwNx3EIfh,e49e341eea,JwTgojQj6,ff61669dac,2020-10-03 19:09:00.000000000
JwKOAzkiu,e49e341eea,JwTuvlpgs,54996a19d2,2020-10-03 19:09:00.000000000
JwKOAzkiu,e49e341eea,JwTvfmMBf,54996a19d2,2020-10-03 19:12:00.000000000
JwKOAzkiu,e49e341eea,JwTKOtxZ6,08d15fb3eb,2020-10-03 19:13:00.000000000
JwKOAzkiu,e49e341eea,JwTO8ayPc,014cba7298,2020-10-03 19:14:00.000000000
JwKOAzkiu,e49e341eea,JwTUR98SH,da7cd2d6e0,2020-10-03 19:15:00.000000000
JwKOAzkiu,e49e341eea,JwTOMmKV8,79235c6b82,2020-10-03 19:15:00.000000000
JwfREn8To,e49e341eea,JwTPLaJYO,737ac82d14,2020-10-03 19:15:00.000000000
JwKOAzkiu,e49e341eea,JwTXvEUk0,fc7e6ed705,2020-10-03 19:16:00.000000000
JwKOAzkiu,e49e341eea,JwTYFumko,326b079d7f,2020-10-03 19:17:00.000000000
JwKOAzkiu,e49e341eea,JwU0PAbBF,ea31aca741,2020-10-03 19:19:00.000000000
JwKOAzkiu,e49e341eea,JwU1akHsq,fe3ac3112e,2020-10-03 19:19:00.000000000
JwKOAzkiu,e49e341eea,JwU8Hv1Xl,0153575c3e,2020-10-03 19:22:00.000000000
JwKOAzkiu,e49e341eea,JwU4XgPo3,0230b90bff,2020-10-03 19:22:00.000000000
JwKOAzkiu,e49e341eea,JwUg4hBTm,c803be7df9,2020-10-03 19:23:00.000000000
JwKOAzkiu,e49e341eea,JwUthFp5V,be5e425c7f,2020-10-03 19:24:00.000000000
JwKOAzkiu,e49e341eea,JwUBXvs5O,4671be4cda,2020-10-03 19:27:00.000000000
JwKOAzkiu,e49e341eea,JwUBO4j8I,b1d41a8cca,2020-10-03 19:27:00.000000000
JwKOAzkiu,e49e341eea,JwV45sTna,48176a8f83,2020-10-03 19:28:00.000000000
JwKOAzkiu,e49e341eea,JwV4VthwW,f262b15131,2020-10-03 19:29:00.000000000
JwKOAzkiu,e49e341eea,JwV4o9jT5,48176a8f83,2020-10-03 19:29:00.000000000
JwKOAzkiu,e49e341eea,JwVsaDq0o,ac10feead0,2020-10-03 19:30:00.000000000
JwKOAzkiu,e49e341eea,JwVtMgDBb,3564a8d565,2020-10-03 19:31:00.000000000
JwKOAzkiu,e49e341eea,JwVzlmuw6,4739f3d6ce,2020-10-03 19:32:00.000000000
JwKOAzkiu,e49e341eea,JwVxUatDh,6cf565efc3,2020-10-03 19:32:00.000000000
JwKOAzkiu,e49e341eea,JwVIAk2EJ,b8bf38dbdc,2020-10-03 19:33:00.000000000
JwKOAzkiu,e49e341eea,JwVD0fusb,9ba5119aab,2020-10-03 19:33:00.000000000
JwKOAzkiu,e49e341eea,JwVC7CEp7,a8ad3bae67,2020-10-03 19:33:00.000000000
JwNx3EIfh,e49e341eea,JwVRx0Iu9,badacbc095,2020-10-03 19:36:00.000000000
JwKOAzkiu,e49e341eea,JwVWYa0Nl,beb5262aad,2020-10-03 19:37:00.000000000
JwKOAzkiu,e49e341eea,JwWdr3n0o,d8c47946c6,2020-10-03 19:38:00.000000000
JwKOAzkiu,e49e341eea,JwWkyxhnQ,d50272e602,2020-10-03 19:39:00.000000000
JwKOAzkiu,e49e341eea,JwWJRdYvf,a4973c74e7,2020-10-03 19:40:00.000000000
,ccd3eb6061,JwWJTzCf6,ccd3eb6061,2020-10-03 19:40:33.333333334
JwKOAzkiu,e49e341eea,JwWVo50bu,734c297e7c,2020-10-03 19:41:00.000000000
JwKOAzkiu,e49e341eea,JwWZGfVKF,532269b14b,2020-10-03 19:42:00.000000000
JwWJTzCf6,ccd3eb6061,JwX5rzdND,79d3e80dd8,2020-10-03 19:43:00.000000000
JwKOAzkiu,e49e341eea,JwX9X6pUg,0d110540db,2020-10-03 19:44:00.000000000
JwKOAzkiu,e49e341eea,JwX9bfhoB,6cb18caec0,2020-10-03 19:44:00.000000000
JwWJTzCf6,ccd3eb6061,JwX9Mt6y1,a1ac76e7d7,2020-10-03 19:45:00.000000000
JwKOAzkiu,e49e341eea,JwXbjzKvz,13fb97b383,2020-10-03 19:45:00.000000000
JwNx3EIfh,e49e341eea,JwXbMiYWt,9d52094e0d,2020-10-03 19:46:00.000000000
JwKOAzkiu,e49e341eea,JwXbU05Zt,33bc337deb,2020-10-03 19:46:00.000000000
JwKOAzkiu,e49e341eea,JwXiq8qz9,56332469fd,2020-10-03 19:49:00.000000000
JwfREn8To,e49e341eea,JwXl48lCH,1cffd9d7b6,2020-10-03 19:49:00.000000000
JwKOAzkiu,e49e341eea,JwXnm43PQ,dfaa6479f7,2020-10-03 19:50:00.000000000
JwKOAzkiu,e49e341eea,JwXnBoJRW,0a9034c140,2020-10-03 19:50:00.000000000
JwNx3EIfh,e49e341eea,JwXuPnPsQ,bdd6e7675c,2020-10-03 19:52:00.000000000
JwKOAzkiu,e49e341eea,JwXvakr42,06944e64ed,2020-10-03 19:52:00.000000000
JwWJTzCf6,ccd3eb6061,JwXzvx0Xx,0917d63f15,2020-10-03 19:53:00.000000000
JwKOAzkiu,e49e341eea,JwXEYa9ty,13e022e1f0,2020-10-03 19:55:00.000000000
JwKOAzkiu,e49e341eea,JwXEXfOcm,b3366a4b40,2020-10-03 19:55:00.000000000
JwKOAzkiu,e49e341eea,JwXQAywGC,74ed866a49,2020-10-03 19:57:00.000000000
JwKOAzkiu,e49e341eea,JwXS3gwVj,cf1ed10aa2,2020-10-03 19:57:00.000000000
JwKOAzkiu,e49e341eea,JwY4d6Oz5,f9e81ece97,2020-10-03 19:59:00.000000000
JwKOAzkiu,e49e341eea,JwY64DU0o,1e0932b82e,2020-10-03 19:59:00.000000000
JwKOAzkiu,e49e341eea,JwY8YBdf0,1e3315e3b2,2020-10-03 19:59:00.000000000
JwKOAzkiu,e49e341eea,JwYaw2Z6b,eaab4e7277,2020-10-03 20:00:00.000000000
JwKOAzkiu,e49e341eea,JwY9YB55o,8d7cd7c139,2020-10-03 20:00:00.000000000
JwtqxdTOp,e49e341eea,JwYNdokT4,fe79e81541,2020-10-03 20:02:00.000000000
JwKOAzkiu,e49e341eea,JwZbGsMFI,9176ffe81c,2020-10-03 20:03:00.000000000
JwWJTzCf6,ccd3eb6061,Jx0bM5RfO,26d34095c6,2020-10-03 20:05:00.000000000
JwKOAzkiu,e49e341eea,Jx0VCaAGj,138d9dad3a,2020-10-03 20:07:00.000000000
JwKOAzkiu,e49e341eea,Jx1b1v6tU,e24b760c89,2020-10-03 20:10:00.000000000
JwNx3EIfh,e49e341eea,Jx1ehkrZR,a984adc758,2020-10-03 20:11:00.000000000
JwfREn8To,e49e341eea,Jx1g5gFjd,3b6fce00cb,2020-10-03 20:11:00.000000000
JwKOAzkiu,e49e341eea,Jx1B6FoPN,eeda09f038,2020-10-03 20:15:00.000000000
JwKOAzkiu,e49e341eea,Jx1QKeo4e,cd40a170ff,2020-10-03 20:21:00.000000000
JwKOAzkiu,e49e341eea,Jx1RrCe2S,7ee070f019,2020-10-03 20:23:00.000000000
JwKOAzkiu,e49e341eea,Jx1RFhhDk,44495853fa,2020-10-03 20:24:00.000000000
JwNx3EIfh,e49e341eea,Jx1RYtzVP,f032c6e493,2020-10-03 20:24:00.000000000
JwtqxdTOp,e49e341eea,Jx27xx4tR,819fc4f658,2020-10-03 20:29:00.000000000
JwNx3EIfh,e49e341eea,Jx27quT7Q,a9ee8689c1,2020-10-03 20:29:00.000000000
JwtqxdTOp,e49e341eea,Jx2br1ECV,26f33072f2,2020-10-03 20:31:00.000000000
