origin_id,origin_uid,id,uid,created_at
,434059c0f2,JrboGsZFz,434059c0f2,2020-10-03 01:26:00.000000000
,ca12cf4339,JrbrL2w5n,ca12cf4339,2020-10-03 09:46:06.666666667
,7850dc04cc,Jr6NHxfov,7850dc04cc,2020-10-03 18:13:13.333333334
,0b83994a29,Jraz2ehlS,0b83994a29,2020-10-03 18:14:00.000000000
Jraz2ehlS,0b83994a29,JraBsAclt,1d37f2f8a0,2020-10-03 18:15:00.000000000
Jraz2ehlS,0b83994a29,JraBxiV2w,5002c4ba65,2020-10-03 18:16:00.000000000
Jraz2ehlS,0b83994a29,JraBHFtm2,46a3bdf783,2020-10-03 18:16:00.000000000
Jraz2ehlS,0b83994a29,JraCp6RA1,d3ea37eb3c,2020-10-03 18:17:00.000000000
Jraz2ehlS,0b83994a29,JraCiBJpO,5610e46ff5,2020-10-03 18:18:00.000000000
Jr6NHxfov,7850dc04cc,JraV8aAoQ,2d1fc10767,2020-10-03 18:26:00.000000000
Jr6NHxfov,7850dc04cc,JraZEcB9y,3deb26c0a9,2020-10-03 18:40:00.000000000
,c277c7cc8d,Jrb6rzS1C,c277c7cc8d,2020-10-03 18:44:53.333333334
Jrb6rzS1C,c277c7cc8d,Jrb7HDJiU,2c016dfb10,2020-10-03 18:50:00.000000000
Jrb6rzS1C,c277c7cc8d,Jrb8xzJLy,b7102da85f,2020-10-03 18:51:00.000000000
Jrb6rzS1C,c277c7cc8d,Jrb8ABsO9,b7102da85f,2020-10-03 18:51:00.000000000
Jrb6rzS1C,c277c7cc8d,Jrb998HFm,3f32f91480,2020-10-03 18:52:00.000000000
Jrb6rzS1C,c277c7cc8d,Jrbbseazf,5a0ebe8d23,2020-10-03 18:57:00.000000000
Jr6NHxfov,7850dc04cc,Jrbcwnire,b8b34f45ae,2020-10-03 19:00:00.000000000
Jrb6rzS1C,c277c7cc8d,JrbcGrdHO,2c016dfb10,2020-10-03 19:03:00.000000000
Jrb6rzS1C,c277c7cc8d,JrbcM0VIL,2c016dfb10,2020-10-03 19:03:00.000000000
Jrb6rzS1C,c277c7cc8d,Jrbd66uxT,2c016dfb10,2020-10-03 19:04:00.000000000
Jr6NHxfov,7850dc04cc,JrbdZ5gN9,0d28237db9,2020-10-03 19:06:00.000000000
Jr6NHxfov,7850dc04cc,Jrbfs3LId,bfdf886513,2020-10-03 19:10:00.000000000
Jrb6rzS1C,c277c7cc8d,JrblQ1n3o,2c016dfb10,2020-10-03 19:36:00.000000000
Jr6NHxfov,7850dc04cc,JrboQuHw1,4677253fd0,2020-10-03 19:47:00.000000000
JrboGsZFz,434059c0f2,Jrbpvhtzs,55cf9576a3,2020-10-03 19:49:00.000000000
Jr6NHxfov,7850dc04cc,Jrbv3cqvN,009ea4f02b,2020-10-03 20:02:00.000000000
Jr6NHxfov,7850dc04cc,Jre8hAeHe,753afb7c3a,2020-10-03 20:03:00.000000000
Jr6NHxfov,7850dc04cc,Jrex3w6rz,98ed7af806,2020-10-03 20:07:00.000000000
,7ed715330e,JreArAFyS,7ed715330e,2020-10-03 20:08:00.000000000
JreArAFyS,7ed715330e,JreFbiRP2,6a2ff72b26,2020-10-03 20:13:00.000000000
JreArAFyS,7ed715330e,JreJ2pijP,69bacdbd5b,2020-10-03 20:17:00.000000000
Jr6NHxfov,7850dc04cc,JreJQ2UhH,38d6638723,2020-10-03 20:18:00.000000000
Jr6NHxfov,7850dc04cc,JreL6ETD6,7742fdd63a,2020-10-03 20:21:00.000000000
,f437966008,Jrf22vJpX,f437966008,2020-10-03 20:22:20.000000000
Jr6NHxfov,7850dc04cc,JreMRpsWo,137380865e,2020-10-03 20:26:00.000000000
JreArAFyS,7ed715330e,JreNvduOO,e2dd84ee8c,2020-10-03 20:28:00.000000000
JreArAFyS,7ed715330e,JreOwx2MJ,731f276304,2020-10-03 20:30:00.000000000
JreArAFyS,7ed715330e,JreQHuZm4,3ebc76a0fc,2020-10-03 20:38:00.000000000
Jr6NHxfov,7850dc04cc,JreS1CDeO,3abdf4e967,2020-10-03 20:45:00.000000000
JreArAFyS,7ed715330e,JreW6CsEX,0bc5e06e03,2020-10-03 20:58:00.000000000
Jr6NHxfov,7850dc04cc,JreXXfrNs,56bbf8df08,2020-10-03 21:03:00.000000000
JrboGsZFz,434059c0f2,JreYiiF7B,47e8bb67c1,2020-10-03 21:08:00.000000000
