Unnamed: 0.1,index,origin_id,origin_uid,id,uid,created_at
0,0,,,JtzygpUIO,47f1bb5581,2020-11-12 15:18:46.666666667
1,1,JtzygpUIO,1323527941.0,JtzzsC8Az,143b93470c,2020-11-12 16:56:00.000000000
2,2,JtzygpUIO,1323527941.0,JtAr1igGl,0fab6b20bd,2020-11-12 19:08:00.000000000
3,3,JtzygpUIO,1323527941.0,JtAyDzpNG,0726acddb5,2020-11-12 19:27:00.000000000
4,4,JtzygpUIO,1323527941.0,JtC7udUDY,aabd8adba0,2020-11-12 23:26:00.000000000
5,5,JtzygpUIO,1323527941.0,JtCjHkeMC,0ef9153dad,2020-11-12 23:56:00.000000000
6,6,JtzygpUIO,1323527941.0,JtCZKnkEa,eb5c6e9279,2020-11-13 01:39:00.000000000
7,7,JtzygpUIO,1323527941.0,JtErqkWIw,8bc954e0ab,2020-11-13 05:20:00.000000000
8,8,JtzygpUIO,1323527941.0,JtESq3js7,55c2652318,2020-11-13 06:27:00.000000000
9,9,JtzygpUIO,1323527941.0,JtF0umAfG,17dea0d93a,2020-11-13 06:47:00.000000000
10,10,JtzygpUIO,1323527941.0,JtF34tHUr,ca8de77747,2020-11-13 06:53:00.000000000
11,11,JtzygpUIO,1323527941.0,JtFisjzW1,461b76e66c,2020-11-13 07:31:00.000000000
18,14,JtzygpUIO,1323527941.0,JtFSuwpi4,8858378d1e,2020-11-13 09:00:00.000000000
17,12,JtzygpUIO,1323527941.0,JtFSvagl4,9b412f862b,2020-11-13 09:00:00.000000000
15,16,JtzygpUIO,1323527941.0,JtFSMhq05,3d30408924,2020-11-13 09:00:00.000000000
16,13,JtzygpUIO,1323527941.0,JtFSueODA,a5b5aab5ef,2020-11-13 09:00:00.000000000
13,17,JtzygpUIO,1323527941.0,JtFSI5Yr7,8b2b03896a,2020-11-13 09:00:00.000000000
12,18,JtzygpUIO,1323527941.0,JtFSEzbx6,1109c29a6b,2020-11-13 09:00:00.000000000
14,15,JtzygpUIO,1323527941.0,JtFSDa4wD,eb79f17459,2020-11-13 09:00:00.000000000
24,23,JtzygpUIO,1323527941.0,JtFSY6GaE,d7f3e402fe,2020-11-13 09:01:00.000000000
19,24,JtzygpUIO,1323527941.0,JtFT8oQnB,37fa382967,2020-11-13 09:01:00.000000000
20,19,JtzygpUIO,1323527941.0,JtFSV8fe3,496b2eaadc,2020-11-13 09:01:00.000000000
21,20,JtzygpUIO,1323527941.0,JtFSU0HPC,f70c48a1ed,2020-11-13 09:01:00.000000000
22,21,JtzygpUIO,1323527941.0,JtFTcfp4e,05c9fbfca2,2020-11-13 09:01:00.000000000
23,22,JtzygpUIO,1323527941.0,JtFSQ5MAT,e816a6d22a,2020-11-13 09:01:00.000000000
25,25,JtzygpUIO,1323527941.0,JtFT10FUb,eb68617af3,2020-11-13 09:01:00.000000000
26,26,JtzygpUIO,1323527941.0,JtFTAudBR,14633bcce8,2020-11-13 09:02:00.000000000
27,27,JtzygpUIO,1323527941.0,JtFTfvpD1,f93de833dc,2020-11-13 09:02:00.000000000
28,28,JtzygpUIO,1323527941.0,JtFThfGVP,0158801b06,2020-11-13 09:02:00.000000000
29,29,JtzygpUIO,1323527941.0,JtFTHfSSZ,dca608a4ca,2020-11-13 09:03:00.000000000
30,30,JtzygpUIO,1323527941.0,JtFVet8Wk,31532d05df,2020-11-13 09:06:00.000000000
31,31,JtzygpUIO,1323527941.0,JtFXd8a3A,82efd66956,2020-11-13 09:11:00.000000000
32,32,JtzygpUIO,1323527941.0,JtG7FCHEn,c473226905,2020-11-13 09:37:00.000000000
33,33,JtzygpUIO,1323527941.0,JtG8gkAz3,d263de132f,2020-11-13 09:39:00.000000000
34,34,JtzygpUIO,1323527941.0,JtGazFtIo,488886cecb,2020-11-13 09:44:00.000000000
35,35,JtzygpUIO,1323527941.0,JtGaMmUax,488886cecb,2020-11-13 09:45:00.000000000
36,36,JtzygpUIO,1323527941.0,JtGbr8xHD,495995e393,2020-11-13 09:46:00.000000000
37,37,JtzygpUIO,1323527941.0,JtGbErm2v,045a850d3b,2020-11-13 09:47:00.000000000
38,38,JtzygpUIO,1323527941.0,JtGbx5oaR,eaaef7401b,2020-11-13 09:47:00.000000000
39,39,JtzygpUIO,1323527941.0,JtGoOwV3N,99d031aa3d,2020-11-13 10:19:00.000000000
40,40,JtzygpUIO,1323527941.0,JtGpkqDZS,7122bd6bbf,2020-11-13 10:21:00.000000000
41,41,JtzygpUIO,1323527941.0,JtGsnzHNM,c6a550b22d,2020-11-13 10:28:00.000000000
42,42,JtzygpUIO,1323527941.0,JtGuJguTY,4681027b15,2020-11-13 10:34:00.000000000
43,43,JtzygpUIO,1323527941.0,JtGFvlPbu,41aa5fd675,2020-11-13 11:00:00.000000000
44,44,JtzygpUIO,1323527941.0,JtGR6Bz75,4d6250f404,2020-11-13 11:29:00.000000000
45,45,JtzygpUIO,1323527941.0,JtGTybTs2,f9a5b5db11,2020-11-13 11:35:00.000000000
46,46,JtzygpUIO,1323527941.0,JtH7uaNMz,2e176a2ef3,2020-11-13 12:09:00.000000000
47,47,JtzygpUIO,1323527941.0,JtHd1kgaC,55758942e8,2020-11-13 12:23:00.000000000
48,48,JtzygpUIO,1323527941.0,JtHkm1H7M,62a792de37,2020-11-13 12:41:00.000000000
49,49,JtzygpUIO,1323527941.0,JtI1d4seO,4d6bd294a9,2020-11-13 14:27:00.000000000
50,50,JtzygpUIO,1323527941.0,JtIzkhObD,49b10f2607,2020-11-13 15:51:00.000000000
51,51,JtzygpUIO,1323527941.0,JtJCQETVD,f162b10353,2020-11-13 18:32:00.000000000
52,52,JtzygpUIO,1323527941.0,JtJOBBsFh,844b312cc8,2020-11-13 19:01:00.000000000
53,53,JtzygpUIO,1323527941.0,JtK3N2RJd,28fbea1423,2020-11-13 19:38:00.000000000
54,54,JtzygpUIO,1323527941.0,JtK5zxvUh,f22def5635,2020-11-13 19:43:00.000000000
55,55,JtzygpUIO,1323527941.0,JtK81dhqL,2f13e43990,2020-11-13 19:49:00.000000000
56,56,JtzygpUIO,1323527941.0,JtK903smc,aeec70efca,2020-11-13 19:51:00.000000000
57,57,JtzygpUIO,1323527941.0,JtKaejKtU,53a1d172dc,2020-11-13 19:54:00.000000000
58,58,JtzygpUIO,1323527941.0,JtKL4cphn,fba5902acb,2020-11-13 21:25:00.000000000
59,59,JtzygpUIO,1323527941.0,JtLcrrl5N,8ec9526498,2020-11-13 22:33:00.000000000
60,60,JtzygpUIO,1323527941.0,JtLxPn5pA,e2f4b19935,2020-11-13 23:25:00.000000000
61,61,JtzygpUIO,1323527941.0,JtPIo22At,61a10aee9a,2020-11-14 10:02:00.000000000
62,62,JtzygpUIO,1323527941.0,JtPK3rahE,87255f032e,2020-11-14 10:06:00.000000000
63,63,JtzygpUIO,1323527941.0,JtPL18FjU,8db00c1870,2020-11-14 10:09:00.000000000
64,64,JtzygpUIO,1323527941.0,JtPMjetsn,13d244a90c,2020-11-14 10:12:00.000000000
65,65,JtzygpUIO,1323527941.0,JtQvcx7Tp,6bd6d3a187,2020-11-14 12:03:00.000000000
66,66,JtzygpUIO,1323527941.0,JtSezzZZ2,055b9c79fe,2020-11-14 16:27:00.000000000
67,67,JtzygpUIO,1323527941.0,JtYrXrrJU,672db6511d,2020-11-15 08:16:00.000000000
