origin_id,origin_uid,id,uid,created_at
,,JwXe7kPmk,dbb264d837,2020-12-04 22:41:46.666666667
JwXe7kPmk,1667999147.0,JwXeIAQw8,d3a334913c,2020-12-04 22:42:00.000000000
JwXe7kPmk,1667999147.0,JwXexm6Ht,5e1644ec00,2020-12-04 22:42:00.000000000
JwXe7kPmk,1667999147.0,JwXeFBjiM,6d0ebab864,2020-12-04 22:42:00.000000000
JwXe7kPmk,1667999147.0,JwXeLhGa3,109df05b67,2020-12-04 22:42:00.000000000
JwXe7kPmk,1667999147.0,JwXfbzqWK,50569b2136,2020-12-04 22:43:00.000000000
JwXe7kPmk,1667999147.0,JwXeXF07N,5c38251f60,2020-12-04 22:43:00.000000000
JwXe7kPmk,1667999147.0,JwXfjgxQV,70bddc4dec,2020-12-04 22:43:00.000000000
JwXe7kPmk,1667999147.0,JwXfhrRFd,70bddc4dec,2020-12-04 22:43:00.000000000
JwXe7kPmk,1667999147.0,JwXf6y5cE,da20605864,2020-12-04 22:43:00.000000000
JwXe7kPmk,1667999147.0,JwXfEwWBG,a8114355f8,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfztmeG,b64fda07e1,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfzdXUv,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfyiviW,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfxrv6E,3e08743501,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfx9TIf,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfwfwDD,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfmtfDL,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfAAUwD,a5de4608ac,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfAjkmM,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfBzCF4,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfk8IyD,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfvk7rp,349311b4e3,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXflyUAe,8911595404,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfA7e4h,b9b38af740,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfEvSXr,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfCsTkt,12c3d7b001,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfvDSZj,851f55a634,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfCrNJ1,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXftyKuR,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfv4Iuw,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXftdQZr,ff6b3d7c00,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXft0CTF,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfs6hzf,95c856a694,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfDye9H,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXftg0Td,75747d317e,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfrtx0j,0a01e7e7dd,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfqBpbo,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfpqyK8,6521994b6f,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfpnkqz,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfoyqWQ,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfrvM7Z,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfnjera,70bddc4dec,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfrvJSL,af44ff3997,2020-12-04 22:44:00.000000000
JwXe7kPmk,1667999147.0,JwXfMcYmA,eab8496aec,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXfS3c5E,70bddc4dec,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXfS8G8H,818a04208b,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXfSCrk9,70bddc4dec,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXg3yt5J,6d8512a056,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXfX90pj,871b7f3a50,2020-12-04 22:45:00.000000000
JwXe7kPmk,1667999147.0,JwXfX4zCd,324dbf2451,2020-12-04 22:45:00.000000000
