Unnamed: 0.1,index,origin_id,origin_uid,id,uid,created_at
0,0,,,Jt8eR70ma,75df997d10,2020-11-09 21:26:33.333333334
1,1,Jt8eR70ma,2286908003.0,Jt9fxbfuY,b584a61148,2020-11-09 21:56:00.000000000
2,2,Jt8eR70ma,2286908003.0,Jt9luwZ54,4c29124663,2020-11-09 22:10:00.000000000
3,3,Jt8eR70ma,2286908003.0,Jt9pF6xUf,e9641c722d,2020-11-09 22:21:00.000000000
4,4,Jt8eR70ma,2286908003.0,Jt9z3czce,109d26a2b0,2020-11-09 22:44:00.000000000
5,5,Jt8eR70ma,2286908003.0,Jt9DG5Ij0,aabd8adba0,2020-11-09 22:55:00.000000000
6,6,Jt8eR70ma,2286908003.0,Jt9LH8Zv9,86a4baac7b,2020-11-09 23:15:00.000000000
7,7,Jt8eR70ma,2286908003.0,Jt9Q8vCPg,c85afd4a24,2020-11-09 23:26:00.000000000
8,8,Jt8eR70ma,2286908003.0,Jt9WOuHoy,85624d2e70,2020-11-09 23:42:00.000000000
9,9,Jt8eR70ma,2286908003.0,Jt9XXbvrv,09b198616c,2020-11-09 23:45:00.000000000
10,10,Jt8eR70ma,2286908003.0,JtaIVxvUA,3a296672f8,2020-11-10 01:41:00.000000000
11,11,Jt8eR70ma,2286908003.0,JtaZmq44p,2f77cae309,2020-11-10 02:21:00.000000000
12,12,Jt8eR70ma,2286908003.0,Jtcn0lcnh,e70d3c8c73,2020-11-10 05:52:00.000000000
13,13,Jt8eR70ma,2286908003.0,JtcDzrS9D,ca8de77747,2020-11-10 06:33:00.000000000
14,14,Jt8eR70ma,2286908003.0,Jtd6r0hfB,49f4c38a66,2020-11-10 07:44:00.000000000
15,15,Jt8eR70ma,2286908003.0,Jtdukg4tS,b6c7b66fbc,2020-11-10 08:43:00.000000000
31,23,Jt8eR70ma,2286908003.0,JtdB6uDIa,c22ac15dfd,2020-11-10 09:00:00.000000000
30,16,Jt8eR70ma,2286908003.0,JtdAYb3cX,c487b063b9,2020-11-10 09:00:00.000000000
29,17,Jt8eR70ma,2286908003.0,JtdBkDpOC,4fd0b75830,2020-11-10 09:00:00.000000000
28,18,Jt8eR70ma,2286908003.0,JtdBil09y,f93de833dc,2020-11-10 09:00:00.000000000
27,19,Jt8eR70ma,2286908003.0,JtdBhqGmZ,498247b8bc,2020-11-10 09:00:00.000000000
26,20,Jt8eR70ma,2286908003.0,JtdBh5LVb,0296e163ef,2020-11-10 09:00:00.000000000
25,22,Jt8eR70ma,2286908003.0,JtdB989G1,fbd07711dd,2020-11-10 09:00:00.000000000
24,21,Jt8eR70ma,2286908003.0,JtdAXBCBx,67ddba89c7,2020-11-10 09:00:00.000000000
21,26,Jt8eR70ma,2286908003.0,JtdB52cBt,496b2eaadc,2020-11-10 09:00:00.000000000
22,25,Jt8eR70ma,2286908003.0,JtdB4rGfo,0575ebc688,2020-11-10 09:00:00.000000000
20,27,Jt8eR70ma,2286908003.0,JtdAZ9MCX,aa32795008,2020-11-10 09:00:00.000000000
19,28,Jt8eR70ma,2286908003.0,JtdB0B8t2,39d56da7e3,2020-11-10 09:00:00.000000000
