Unnamed: 0.1,index,origin_id,origin_uid,id,uid,created_at
0,0,,,JnBHNiFpB,c2b07f7908,2020-10-04 11:33:00
1,1,JnBHNiFpB,2577039065.0,JnBNaDBwh,d0d6057c33,2020-10-04 11:34:00
2,2,JnBHNiFpB,2577039065.0,JnBNiA8AN,e99621d54c,2020-10-04 11:34:00
3,3,JnBHNiFpB,2577039065.0,JnBNzrTZw,f74d681a55,2020-10-04 11:35:00
4,4,JnBHNiFpB,2577039065.0,JnBOg2dIA,b18f3a9e05,2020-10-04 11:36:00
5,5,JnBHNiFpB,2577039065.0,JnBOFctff,9963692fbe,2020-10-04 11:37:00
6,6,JnBHNiFpB,2577039065.0,JnBOL60rQ,acdb2819c5,2020-10-04 11:38:00
9,7,JnBHNiFpB,2577039065.0,JnBPGFTlA,28b1368041,2020-10-04 11:40:00
8,8,JnBHNiFpB,2577039065.0,JnBPNsEDh,58f0e0927a,2020-10-04 11:40:00
7,9,JnBHNiFpB,2577039065.0,JnBPO3ebS,6afba009e5,2020-10-04 11:40:00
10,10,JnBHNiFpB,2577039065.0,JnBQvdQad,49f15864c8,2020-10-04 11:42:00
11,11,JnBHNiFpB,2577039065.0,JnBR7EHnV,8178ccb12e,2020-10-04 11:43:00
12,12,JnBHNiFpB,2577039065.0,JnBRttsz2,0aa56e7982,2020-10-04 11:44:00
13,13,JnBHNiFpB,2577039065.0,JnBRH31l3,dccf3d1b54,2020-10-04 11:45:00
14,14,JnBHNiFpB,2577039065.0,JnBRP4ZGH,917e3b4774,2020-10-04 11:45:00
15,15,JnBHNiFpB,2577039065.0,JnBSc8YsV,c50d9719e1,2020-10-04 11:46:00
16,16,JnBHNiFpB,2577039065.0,JnBSjtPXj,202f2a7340,2020-10-04 11:46:00
19,17,JnBHNiFpB,2577039065.0,JnBSWeJS0,7efc8b9535,2020-10-04 11:48:00
20,18,JnBHNiFpB,2577039065.0,JnBSXqH3R,7e28a55c3f,2020-10-04 11:48:00
17,19,JnBHNiFpB,2577039065.0,JnBT4tVUu,98865077f7,2020-10-04 11:48:00
18,20,JnBHNiFpB,2577039065.0,JnBT7snpw,7751201939,2020-10-04 11:48:00
21,21,JnBHNiFpB,2577039065.0,JnBU09zJ6,dd16f1e050,2020-10-04 11:51:00
22,22,JnBHNiFpB,2577039065.0,JnBV9zwiF,3785495af0,2020-10-04 11:53:00
23,23,JnBHNiFpB,2577039065.0,JnBVswpKD,1f6025505d,2020-10-04 11:54:00
24,24,JnBHNiFpB,2577039065.0,JnBWgpsKB,57e3c33cfa,2020-10-04 11:56:00
25,25,JnBHNiFpB,2577039065.0,JnBWzF4yb,853fe72bea,2020-10-04 11:57:00
26,26,JnBHNiFpB,2577039065.0,JnBXAjT3y,a6ed0a13e4,2020-10-04 11:59:00
27,27,JnBHNiFpB,2577039065.0,JnBXBrrIs,34a1dafebb,2020-10-04 11:59:00
28,28,JnBHNiFpB,2577039065.0,JnBXknyuT,eab85ac05e,2020-10-04 11:59:00
29,29,JnBHNiFpB,2577039065.0,JnBXUa2kR,908adc3941,2020-10-04 12:00:00
30,30,JnBHNiFpB,2577039065.0,JnBYcqWkA,edd270964d,2020-10-04 12:01:00
31,31,JnBHNiFpB,2577039065.0,JnBYBvHB5,289cee1452,2020-10-04 12:02:00
32,32,JnBHNiFpB,2577039065.0,JnBYEu729,ec9281207f,2020-10-04 12:02:00
33,33,JnBHNiFpB,2577039065.0,JnC0ooKJF,a04f39ac73,2020-10-04 12:06:00
34,34,JnBHNiFpB,2577039065.0,JnC1uBXbU,1956228d7a,2020-10-04 12:09:00
35,35,JnBHNiFpB,2577039065.0,JnC25vYWg,06f5d23060,2020-10-04 12:11:00
36,36,JnBHNiFpB,2577039065.0,JnC3EsnOr,fe040ed33f,2020-10-04 12:14:00
37,37,JnBHNiFpB,2577039065.0,JnC6677Tv,37d7e29cd7,2020-10-04 12:20:00
38,38,JnBHNiFpB,2577039065.0,JnC78cbh0,6bccbb2bb4,2020-10-04 12:23:00
39,39,JnBHNiFpB,2577039065.0,JnC8Waz50,727785d0cd,2020-10-04 12:27:00
40,40,JnBHNiFpB,2577039065.0,JnCcz1Igw,081f6eb5ab,2020-10-04 12:36:00
41,41,JnBHNiFpB,2577039065.0,JnCcT8mMq,8859f030aa,2020-10-04 12:37:00
42,42,JnBHNiFpB,2577039065.0,JnCdYxOGb,b176c913ed,2020-10-04 12:40:00
43,43,JnBHNiFpB,2577039065.0,JnCeJbW8W,7a7569a874,2020-10-04 12:42:00
44,44,JnBHNiFpB,2577039065.0,JnCgD9kN3,5406277f78,2020-10-04 12:46:00
45,45,JnBHNiFpB,2577039065.0,JnCgZeCWi,c0fb7c1030,2020-10-04 12:47:00
