Unnamed: 0.1,index,origin_id,origin_uid,id,uid,created_at
0,0,,,Jn6qMuDwY,3a6c448dd3,2020-10-01 03:27:46.666666667
1,1,Jn6qMuDwY,1832527363.0,Jn6rjhBsh,7cc2c1ce97,2020-10-01 03:45:00.000000000
2,2,Jn6qMuDwY,1832527363.0,Jn6rjzcv2,70182edbf2,2020-10-01 03:45:00.000000000
3,3,Jn6qMuDwY,1832527363.0,Jn6rl6hq3,da76d121c1,2020-10-01 03:45:00.000000000
4,4,Jn6qMuDwY,1832527363.0,Jn6GP9tMe,a9f594cc57,2020-10-01 04:23:00.000000000
5,5,Jn6qMuDwY,1832527363.0,Jn6HmbQcR,79ece7265f,2020-10-01 04:24:00.000000000
6,6,Jn6qMuDwY,1832527363.0,Jn6QP4WwY,3f70e5ecee,2020-10-01 04:48:00.000000000
7,7,Jn6qMuDwY,1832527363.0,Jn6R5fyox,28150b7e36,2020-10-01 04:48:00.000000000
8,8,Jn6qMuDwY,1832527363.0,Jn6R7jDoQ,cb17c338fe,2020-10-01 04:48:00.000000000
9,9,Jn6qMuDwY,1832527363.0,Jn7kdCbb0,24f90dcaf8,2020-10-01 06:00:00.000000000
10,10,Jn6qMuDwY,1832527363.0,Jn7kvnaxK,f6964cc365,2020-10-01 06:01:00.000000000
11,11,Jn6qMuDwY,1832527363.0,Jn7sva5sy,b2cda2fa25,2020-10-01 06:20:00.000000000
12,12,Jn6qMuDwY,1832527363.0,Jn7sDaZeI,9583c918ee,2020-10-01 06:21:00.000000000
13,13,Jn6qMuDwY,1832527363.0,Jn7xAbXqU,869705bd45,2020-10-01 06:33:00.000000000
14,14,Jn6qMuDwY,1832527363.0,Jn7yw9b8O,c7d09afae9,2020-10-01 06:35:00.000000000
15,15,Jn6qMuDwY,1832527363.0,Jn7KIw9ZB,19037e6d52,2020-10-01 07:05:00.000000000
16,16,Jn6qMuDwY,1832527363.0,Jn7MG3Dh4,b5b004b504,2020-10-01 07:10:00.000000000
17,17,Jn6qMuDwY,1832527363.0,Jn7PkAwtg,5469e011af,2020-10-01 07:17:00.000000000
18,18,Jn6qMuDwY,1832527363.0,Jn7UPgBYq,8d202a98a8,2020-10-01 07:30:00.000000000
19,19,Jn6qMuDwY,1832527363.0,Jn7Yd5Lh6,96ad7a2d98,2020-10-01 07:39:00.000000000
